publishedAt,elapsedDays,title,channelTitle,category,topicCategories,duration,licensedContent,viewCount,likeCount,commentCount,avgDailyViews,engagementRate,isTrending
2023-11-05T18:12:05Z,401.837,LAST TO LEAVE THE WORLD'S MOST DANGEROUS PLACES!!,Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT55M4S,True,16147030,198388,9188,40183.03,0.0129,0
2021-07-18T05:20:58Z,1242.3725,LAST TO LEAVE THE BED!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M26S,True,16100494,422902,11456,12959.47,0.027,0
2020-04-11T19:41:32Z,1704.7748,MOM AND I GET REVENGE ON BRENT! (PRANK WARS),Alexa Rivera,Howto & Style,"['Humour', 'Lifestyle (sociology)']",PT10M9S,True,15379356,555949,14320,9021.34,0.0371,0
2018-10-28T19:32:07Z,2235.7814,REACTING TO TIK TOKS (SEMI-CRINGE),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT6M54S,True,15235079,268142,12279,6814.21,0.0184,0
2019-12-07T21:05:46Z,1830.7163,I WENT BACK TO 4TH GRADE FOR A DAY!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M28S,True,15147450,370023,17523,8274.06,0.0256,0
2018-10-13T19:42:29Z,2250.7742,Who Knows Me Better?! (Brent vs Ben),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M22S,True,15139502,281854,14774,6726.35,0.0196,0
2021-04-11T00:02:46Z,1340.5934,SURPRISING FRIENDS WITH THEIR FAVORITE CELEBRITIES!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT6M41S,True,15082468,400290,10500,11250.59,0.0272,0
2020-01-25T21:51:43Z,1781.6844,MOM REACTS TO MY TIK TOKS!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT7M20S,True,14749583,286232,5971,8278.45,0.0198,0
2019-08-17T19:15:03Z,1942.7932,"Song Lyric Prank on ""Boyfriend"" (GONE WRONG)",Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M58S,True,14614414,382269,13656,7522.37,0.0271,0
2020-05-16T19:03:37Z,1669.8012,BRENT GOES THROUGH MY PHONE! (Exposed..),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M8S,True,14481534,427734,15921,8672.61,0.0306,0
2020-10-31T19:37:39Z,1501.7775,LIVING IN A CANDY STORE ALL DAY!!,Alexa Rivera,Howto & Style,"['Food', 'Lifestyle (sociology)']",PT9M46S,True,14470399,379823,13231,9635.51,0.0272,0
2018-07-14T21:34:53Z,2341.6961,Little Kids Nowadays (Lexi Edition),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT3M15S,True,14461158,344718,9931,6175.51,0.0245,0
2020-09-05T19:03:18Z,1557.8014,How Far Can You SPLIT CHALLENGE (w/ Sofie Dossi),Alexa Rivera,Howto & Style,"['Lifestyle (sociology)', 'Physical fitness']",PT8M2S,True,14368200,397193,9560,9223.38,0.0283,0
2019-06-22T18:40:24Z,1998.8173,2 TRUTHS AND 1 LIE (WITH LITTLE COUSIN & BEN),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT6M20S,True,14322589,312323,8121,7165.53,0.0224,0
2020-12-12T23:17:51Z,1459.6246,MY EX MEETS MY NEW BOYFRIEND,Alexa Rivera,Howto & Style,"['Humour', 'Lifestyle (sociology)']",PT8M3S,True,14217253,490570,17853,9740.35,0.0358,0
2019-05-04T19:00:38Z,2047.8032,I SAY YES TO BRENT FOR THE ENTIRE DAY!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT6M11S,True,13989979,403967,6493,6831.7,0.0293,0
2020-06-06T20:26:54Z,1648.7433,FAKE BUTT PRANK ON FRIENDS!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M4S,True,13985768,674414,31017,8482.68,0.0504,0
2021-05-15T19:08:32Z,1305.7978,OVERPROTECTIVE BROTHERS REACT TO MY CRINGEY TIKTOKS!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M1S,True,13916657,411316,9288,10657.59,0.0302,0
2021-12-05T07:50:42Z,1102.2685,REACTING TO TIK TOKS ABOUT US...,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M1S,True,13904283,384942,13485,12614.24,0.0287,0
2022-03-28T01:18:55Z,989.5405,I SPENT THE NIGHT IN HIS HOUSE & HE HAD NO IDEA...,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M16S,True,13839210,326787,7529,13985.49,0.0242,0
2022-08-30T20:45:34Z,833.7304,WORLD'S STRONGEST KID VS ADULTS!!,Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT8M33S,True,13782453,277252,5008,16531.07,0.0205,0
2020-05-30T21:57:28Z,1655.6804,TIKTOK TRY NOT TO LAUGH CHALLENGE!,Alexa Rivera,Howto & Style,"['Humour', 'Lifestyle (sociology)']",PT10M13S,True,13751859,370916,12410,8305.87,0.0279,0
2018-12-15T21:17:25Z,2187.7083,Handcuffed to Ben For 24 HOURS!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT7M52S,True,13650650,355887,10833,6239.7,0.0269,0
2020-11-07T21:30:34Z,1494.6991,I GOT PLASTIC SURGERY TO SEE HOW MY FRIENDS REACT?! (PRANK),Alexa Rivera,Howto & Style,"['Humour', 'Lifestyle (sociology)']",PT8M1S,True,13636960,416047,10994,9123.55,0.0313,0
2020-01-18T21:22:50Z,1788.7045,I WAS DARED TO DO WHAT?! (Dare Challenge w/ Friends),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M22S,True,13560536,345994,10892,7581.21,0.0263,0
2023-01-03T02:22:49Z,708.4962,SURVIVING 100 HOURS IN ONE COLOR!!,Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT14M17S,True,13340449,144271,5036,18829.25,0.0112,0
2020-08-08T20:45:05Z,1585.7307,PAINTING OUR FACES ON BRENT'S NEW HOUSE! (REVENGE),Alexa Rivera,Howto & Style,"['Hobby', 'Lifestyle (sociology)']",PT8M13S,True,13329235,361578,9675,8405.74,0.0279,0
2022-10-06T00:31:13Z,797.5737,KIDS VS ADULTS WHO IS THE BEST COUPLE?!,Alexa Rivera,Entertainment,"['Humour', 'Lifestyle (sociology)']",PT6M1S,True,13261952,225220,5994,16627.87,0.0174,0
2021-08-29T09:16:15Z,1200.2091,QUIZZING MY BOY FRIENDS ON GIRL PRODUCTS!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M41S,True,13252922,369112,10699,11042.18,0.0287,0
2020-06-27T20:35:00Z,1627.7377,TIKTOK DANCE CONTEST!!,Alexa Rivera,Howto & Style,"['Hobby', 'Lifestyle (sociology)']",PT10M41S,True,13202775,392173,24362,8111.12,0.0315,0
2020-02-08T22:31:30Z,1767.6568,I SPENT THE NIGHT IN MY CRUSH'S ROOM!! (CAUGHT HIM DOING THIS),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M28S,True,13098258,352118,8610,7409.96,0.0275,0
2020-05-02T20:35:38Z,1683.7373,TESTING TIK TOK PRANKS ON FAMILY!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M26S,True,12969918,346478,10890,7703.05,0.0276,0
2019-08-31T18:38:32Z,1928.8186,I PRANK EVERY MEMBER IN MY FAMILY!!,Alexa Rivera,Howto & Style,"['Humour', 'Lifestyle (sociology)']",PT7M19S,True,12933534,351060,7652,6705.42,0.0277,0
2021-05-02T03:10:36Z,1319.463,"$10 DATE VS $10,000 DATE!!",Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M44S,True,12925779,359720,13603,9796.24,0.0289,0
2023-12-13T03:45:21Z,364.4389,"6 EXTREME HIDE AND SEEK CHALLENGES FOR $100,000!!",Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT54M23S,True,12750073,124446,5593,34985.49,0.0102,0
2020-02-29T21:04:44Z,1746.7171,I LET MY BROTHER PICK MY BOYFRIEND!!,Alexa Rivera,Howto & Style,"['Humour', 'Lifestyle (sociology)']",PT10M50S,True,12507091,325073,10925,7160.34,0.0269,0
2021-03-13T22:56:25Z,1368.6395,WE GOT BACK TOGETHER?!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M35S,True,12460815,611086,20944,9104.53,0.0507,0
2021-10-24T06:22:45Z,1144.3295,"I BECOME A ""MOM"" FOR THE DAY!!",Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M55S,True,12344882,454149,10416,10787.87,0.0376,0
2019-03-02T22:03:51Z,2110.676,A DAY IN MY LIFE AT HIGH SCHOOL!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT6M,True,12286242,329877,10464,5821.0,0.0277,0
2022-07-05T19:27:32Z,889.7846,KIDS VS ADULTS EXTREME GYMNASTIC CHALLENGE!!,Alexa Rivera,Howto & Style,"['Lifestyle (sociology)', 'Physical fitness']",PT8M3S,True,12243354,265190,6964,13759.91,0.0222,0
2023-03-09T06:04:05Z,643.3425,WE ADOPTED A SISTER!!,Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT11M22S,True,12102660,129786,5969,18812.16,0.0112,0
2019-12-21T20:17:56Z,1816.7496,TELLING MY BEST FRIEND I HAVE FEELINGS FOR HIM?!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M3S,True,12046164,465508,15215,6630.61,0.0399,0
2022-09-27T19:41:58Z,805.7745,EXTREME HIDE AND SEEK IN COFFINS!!,Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT8M26S,True,12037914,212014,9660,14939.56,0.0184,0
2021-12-26T06:42:53Z,1081.3156,"LAST TO GET ARRESTED WINS $10,000!!",Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M8S,True,12002692,215089,6645,11100.08,0.0185,0
2020-02-15T21:53:45Z,1760.683,TESTING VIRAL TIK TOK LIFE HACKS!! (CAN'T BELIEVE THIS WORKED),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M3S,True,11978278,305573,9124,6803.2,0.0263,0
2022-10-15T15:21:57Z,787.9551,BUSTING 100 SCARY MOVIE MYTHS IN REAL LIFE!!,Alexa Rivera,Entertainment,"['Film', 'Lifestyle (sociology)']",PT7M33S,True,11936310,221615,5390,15148.46,0.019,0
2020-04-18T21:22:52Z,1697.7045,WE COMPETE IN THE OLYMPICS!! (YouTuber Olympics),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M21S,True,11859418,336761,11703,6985.56,0.0294,0
2019-03-23T20:12:01Z,2089.7537,BEN AND I PRANK BRENT!! (Getting Revenge),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT5M29S,True,11844162,265689,5750,5667.73,0.0229,0
2021-09-26T09:13:38Z,1172.2109,SNEAKING OUT OF THE HOUSE!! (gone wrong),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M29S,True,11698463,372505,12979,9979.83,0.033,0
2023-10-12T00:00:07Z,426.5953,I Bought 250 DISCONTINUED Products From Our Childhood!,Alexa Rivera,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT20M26S,True,11674060,100743,7710,27365.66,0.0093,0
2022-12-21T02:24:56Z,721.4947,SURVIVING 100 CHILDHOOD FEARS IN 24 HOURS!!,Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT10M8S,True,11446314,179326,6528,15864.72,0.0162,0
2020-08-29T18:45:14Z,1564.8139,COPYING MY BROTHER ALL DAY!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M16S,True,11405404,390076,8947,7288.66,0.035,0
2020-03-07T20:17:56Z,1739.7496,"""I'M PREGNANT"" PRANK!!",Alexa Rivera,Howto & Style,"['Humour', 'Lifestyle (sociology)']",PT6M17S,True,11402648,386856,12665,6554.19,0.035,0
2022-08-04T21:42:27Z,859.6909,I SURVIVED WORLD'S LARGEST VS SMALLEST HOUSE!!,Alexa Rivera,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT8M2S,True,11287771,210208,5818,13130.03,0.0191,0
2020-09-26T20:28:21Z,1536.7423,FLIRTING WITH BEN'S BROTHER PRANK!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M57S,True,11175623,379135,15952,7272.28,0.0354,0
2021-08-22T04:03:15Z,1207.4264,I TRIED TO KISS MY BEST FRIEND!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M44S,True,11163588,362259,12842,9245.77,0.0336,0
2021-09-19T08:55:42Z,1179.2233,WHO DO OUR FRIENDS LIKE MORE?! (ME VS BRENT),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M10S,True,11107490,338301,18057,9419.33,0.0321,0
2021-07-25T05:35:20Z,1235.3625,A BOY BROKE MY HEART PRANK!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M19S,True,11098314,349767,11213,8983.85,0.0325,0
2021-03-06T23:51:14Z,1375.6014,MOM RATES BOYS I'VE DATED!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M20S,True,11067481,380983,9590,8045.56,0.0353,0
2021-06-20T04:30:01Z,1270.4078,MY BEST FRIEND BEAT ME UP!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M6S,True,11039197,466435,9560,8689.49,0.0431,0
2021-10-10T06:07:00Z,1158.3405,TESTING THE HOTTEST THINGS YOU CAN DO AS A GIRL!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M26S,True,11037389,358425,10626,9528.62,0.0334,0
2023-10-28T01:00:08Z,410.5536,OVERNIGHT IN WORLD’S MOST HAUNTED SHIP!!,Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT21M37S,True,10997898,105818,8682,26787.97,0.0104,0
2021-06-13T00:31:18Z,1277.5736,HE DIDN'T KNOW I WAS HOME!! *SCARE PRANK*,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M5S,True,10941052,382656,9260,8563.93,0.0358,0
2021-05-22T23:11:10Z,1298.6293,FLIRTING WITH MY BROTHER’S BEST FRIEND!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M54S,True,10865490,365338,13729,8366.89,0.0349,0
2019-10-19T19:47:47Z,1879.7705,I BROKE BRENT'S 10 MILLION PLAY BUTTON?!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M23S,True,10846717,365423,6353,5770.23,0.0343,0
2019-08-24T19:31:00Z,1935.7822,LITTLE COUSINS CONTROL OUR LIFE FOR A DAY!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT7M11S,True,10842730,200507,2408,5601.21,0.0187,0
2020-11-21T21:58:24Z,1480.6798,We Broke Up,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT5M50S,True,10793723,414562,59352,7289.71,0.0439,0
2022-06-14T04:54:33Z,911.3908,"$20,000 HOTEL VS $20 HOTEL!!",Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT7M22S,True,10696653,203768,7693,11736.63,0.0198,0
2021-01-24T00:15:21Z,1417.5847,24 HOURS IN A BOUNCE HOUSE!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M24S,True,10559287,307862,8421,7448.79,0.03,0
2021-10-17T20:54:17Z,1150.7243,I STAYED 24 HOURS OVERNIGHT IN A MALL!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M3S,True,10537873,292150,8519,9157.6,0.0285,0
2022-02-07T03:30:27Z,1038.4492,LAST TO LEAVE THE MOVING TRUCK!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M24S,True,10452498,244624,6205,10065.49,0.024,0
2023-04-20T02:35:43Z,601.4872,SURVIVING 100 TEENAGE FEARS IN 24 HOURS!!,Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT8M3S,True,10417025,150294,4945,17318.78,0.0149,0
2019-05-18T19:43:51Z,2033.7732,THIRD WHEELING BRENT AND EVA (BREVA),Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT5M45S,True,10414429,624767,10243,5120.74,0.061,0
2022-01-02T06:57:43Z,1074.3053,OVERNIGHT IN A VENDING MACHINE!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M50S,True,10412929,314018,8495,9692.71,0.031,0
2023-03-26T03:42:01Z,626.4412,I STAYED IN THE WORLD'S MOST EXPENSIVE AIRBNB!!,Alexa Rivera,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT10M57S,True,10328976,126825,4115,16488.34,0.0127,0
2022-06-07T05:10:29Z,918.3797,BUSTING 100 MYTHS IN 1 HOUR!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT12M33S,True,10291152,305972,11822,11205.77,0.0309,0
2022-09-07T23:46:36Z,825.6047,WHO CAN GAIN VS LOSE THE MOST WEIGHT IN 24 HOURS!!,Alexa Rivera,Entertainment,"['Health', 'Lifestyle (sociology)']",PT9M3S,True,10142251,191378,4412,12284.63,0.0193,0
2019-05-11T18:28:09Z,2040.8258,BEN AND I BECOME PARENTS FOR A DAY!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT6M41S,True,10074015,254258,4738,4936.24,0.0257,0
2021-11-21T07:08:40Z,1116.2977,FLIRTING IN ONLY SPANISH FOR THE DAY!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT7M38S,True,9999805,278124,9084,8958.01,0.0287,0
2022-01-31T03:13:31Z,1045.461,WE STARTED A FAMILY CHANNEL FOR THE DAY!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M2S,True,9946547,430663,21710,9514.03,0.0455,0
2022-03-07T01:54:48Z,1010.5156,LAST TO LEAVE POOL OF MONEY KEEPS IT!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M54S,True,9851270,227116,6070,9748.76,0.0237,0
2022-06-21T18:13:47Z,903.8358,OVERNIGHT IN THE WORLD'S MOST DANGEROUS BED!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M17S,True,9774616,251500,5715,10814.59,0.0263,0
2022-01-17T00:37:03Z,1059.5696,"LAST TO FALL ASLEEP WINS $10,000",Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M9S,True,9622127,249349,6321,9081.17,0.0266,0
2020-10-03T19:30:43Z,1529.7823,WE OPEN A STARBUCKS IN BRENT'S NEW HOUSE!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M33S,True,9595446,331143,9048,6272.43,0.0355,0
2019-09-14T18:12:13Z,1914.8369,LITTLE COUSIN THIRD WHEELS ME AND BEN!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT6M38S,True,9565656,203517,3375,4995.55,0.0216,0
2022-04-11T04:19:11Z,975.4154,ALLERGIC REACTION SENT ME TO THE EMERGENCY ROOM!!,Alexa Rivera,Howto & Style,"['Health', 'Lifestyle (sociology)']",PT6M28S,True,9532844,215098,5281,9773.11,0.0231,0
2021-08-01T05:16:57Z,1228.3752,DATING MY FRIENDS FOR THE DAY!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M36S,True,9510994,344960,16643,7742.74,0.038,0
2020-05-23T18:32:36Z,1662.8227,BEN AND I PRANK CALL OUR FRIENDS!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT10M8S,True,9435447,315904,13972,5674.36,0.035,0
2020-01-11T19:16:22Z,1795.7923,SURPRISING BROTHER & BEN WITH DREAM BIRTHDAY!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M6S,True,9428173,348525,7788,5250.15,0.0378,0
2022-08-23T19:44:08Z,840.773,"LAST TO SCREAM WINS $10,000!!",Alexa Rivera,Entertainment,['Lifestyle (sociology)'],PT8M3S,True,9369647,213280,5979,11144.09,0.0234,0
2022-05-16T18:08:50Z,939.8392,I TRAPPED THE BOYS IN WORLD’S MOST DANGEROUS ESCAPE ROOM!!,Alexa Rivera,Howto & Style,"['Humour', 'Lifestyle (sociology)']",PT8M1S,True,9331823,231364,4355,9929.17,0.0253,0
2019-11-02T19:51:19Z,1865.768,MY BROTHER AND I SWAP LIVES FOR A DAY!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT8M7S,True,9291351,237412,5451,4979.91,0.0261,0
2021-11-07T06:00:22Z,1130.3451,FIGHTING IN FRONT OF OUR BOY FRIENDS PRANK!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT6M17S,True,9162687,298529,9395,8106.1,0.0336,0
2020-10-24T20:33:08Z,1508.739,TELLING MY BEST FRIEND I HAVE A CRUSH ON HER BOYFRIEND!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT9M37S,True,9112853,330215,9777,6040.05,0.0373,0
2021-12-12T05:14:55Z,1095.3767,LAST TO LEAVE THE BUBBLE BATH!!,Alexa Rivera,Howto & Style,['Lifestyle (sociology)'],PT7M5S,True,9110341,286388,7991,8317.08,0.0323,0
