publishedAt,elapsedDays,title,channelTitle,category,topicCategories,duration,licensedContent,viewCount,likeCount,commentCount,avgDailyViews,engagementRate,isTrending
2024-11-22T05:00:06Z,19.3869,ROSÉ - number one girl (official music video),ROSÉ,Music,"['Music', 'Pop music']",PT3M38S,True,49710464,2059067,117723,2564126.5,0.0438,1
2024-12-02T09:03:32Z,9.2179,He Nearly Fell Off The Cliff 😬,Red Bull,Sports,['Lifestyle (sociology)'],PT1M16S,True,20105454,1061862,4830,2181131.71,0.0531,1
2024-10-21T15:06:25Z,50.9659,me and @brunomars new track APT. is out now! brought to you by youtube shorts  #ROSÉ_BRUNO_APT,ROSÉ,People & Blogs,"['Lifestyle (sociology)', 'Pop music']",PT23S,False,108011344,3421517,30563,2119286.5,0.032,1
2024-12-08T15:15:13Z,2.56,Race Highlights | 2024 Abu Dhabi Grand Prix,FORMULA 1,Sports,"['Motorsport', 'Sport']",PT8M10S,True,5239788,115501,4489,2046792.19,0.0229,1
2024-12-07T12:20:00Z,4.0815,Australia v India 2024-25 | Second Test | Day Two,cricket.com.au,Sports,"['Cricket', 'Sport']",PT8M5S,True,7268786,105762,5622,1780910.45,0.0153,1
2024-12-05T17:03:31Z,5.8846,Farruko -  S ̶A̶N̶  MIG ̶U̶E̶L̶,Farruko,Music,"['Hip hop music', 'Music', 'Music of Latin America']",PT4M52S,True,10387562,278673,33960,1765211.23,0.0301,1
2024-12-07T16:00:05Z,3.9286,I Tried the Top 5 Restaurants in America,Ryan Trahan,Entertainment,"['Food', 'Lifestyle (sociology)']",PT25M6S,True,6595188,228552,11260,1678762.92,0.0364,1
2024-04-26T07:03:15Z,229.3014,Playing This On Loop ♾️,Red Bull,Sports,['Lifestyle (sociology)'],PT27S,True,378032516,10535690,24340,1648627.16,0.0279,1
2024-12-09T16:02:33Z,1.5271,This Video is AI Generated! SORA Review,Marques Brownlee,Science & Technology,['Technology'],PT16M41S,True,2462735,93093,5678,1612687.45,0.04011,1
2024-11-22T16:01:14Z,18.9278,ROSÉ & Bruno Mars - APT. (live from 2024 MAMA AWARDS),ROSÉ,Music,"['Music', 'Pop music']",PT2M56S,True,30497619,912408,21105,1611260.63,0.0306,1
2024-12-06T12:15:09Z,5.0848,Australia v India 2024-25 | Second Test | Day One,cricket.com.au,Sports,"['Cricket', 'Sport']",PT8M6S,True,8148015,129357,4112,1602425.86,0.0164,1
2023-12-01T01:00:13Z,376.5823,Xavi - La Diabla (Official Video),Xavi Oficial,Music,"['Music', 'Music of Latin America', 'Pop music']",PT2M53S,True,534975336,2929470,77743,1420606.69,0.0056,1
2024-12-07T21:25:19Z,3.7316,I Built iShowSpeed a Soccer Field in His House!,Matthew Beem,People & Blogs,"['Hobby', 'Lifestyle (sociology)']",PT21M2S,True,5190496,79609,4179,1390957.23,0.0161,1
2024-07-31T07:00:06Z,133.3036,Hardest Basketball Shots Ever 😳,Red Bull,Sports,"['Basketball', 'Lifestyle (sociology)']",PT35S,True,177434015,4030563,6525,1331051.94,0.0228,1
2024-12-06T00:00:06Z,5.6241,BAD BUNNY - EL CLúB (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT5M55S,True,7107508,404967,24994,1263759.18,0.0605,1
2024-10-17T08:44:40Z,55.231,Insane Reaction Test 🤯,Red Bull,Sports,['Entertainment'],PT29S,True,69373663,2639591,2091,1256063.86,0.0381,1
2024-03-13T08:49:18Z,273.2278,He Couldn’t Believe It 🤯,Red Bull,Sports,['Lifestyle (sociology)'],PT14S,True,342964170,9304215,9813,1255231.61,0.0272,1
2024-12-08T18:30:26Z,2.4244,Full interview: Donald Trump details his plans for Day 1 and beyond in the White House,NBC News,News & Politics,"['Politics', 'Society', 'Television program']",PT1H16M37S,True,3036942,45479,31801,1252657.15,0.02545,1
2024-06-20T09:07:43Z,174.215,Sports You Never Knew Existed 👀,Red Bull,Sports,['Sport'],PT55S,True,209763909,7282814,8329,1204051.94,0.0348,1
2024-11-25T15:00:06Z,15.9991,Twenty One Pilots - “The Line” (from Arcane Season 2) [Official Music Video],League of Legends,Music,"['Independent music', 'Music', 'Pop music', 'Rock music']",PT3M55S,False,18932560,318142,5587,1183351.56,0.0171,1
2024-12-05T17:00:15Z,5.8868,How Shopping Malls Are Being Transformed Into Apartments In The U.S.,CNBC,News & Politics,"['Society', 'Television program']",PT9M14S,True,6942356,97115,13749,1179308.96,0.016,1
2024-12-10T16:00:57Z,0.5282,"Viktor, the Herald of the Arcane | Champion Update Trailer - League of Legends",League of Legends,Gaming,"['Action game', 'Role-playing video game', 'Strategy video game', 'Video game culture']",PT2M7S,True,620489,35713,3681,1174723.59,0.06349,1
2024-12-05T09:02:48Z,6.2472,Toons are back! - Brawl Stars Animation,Brawl Stars,Gaming,"['Action game', 'Video game culture']",PT1M5S,True,7324380,253199,12936,1172426.05,0.0363,1
2024-11-15T09:22:28Z,26.2335,Rauw Alejandro & Romeo Santos - Khé? (Lyric Video),Rauw Alejandro,Music,"['Music', 'Music of Latin America', 'Pop music']",PT3M27S,True,30658482,291789,2997,1168676.77,0.0096,1
2024-12-08T19:00:33Z,2.4035,I ATTEMPTED THE MOST FAMOUS EATING CHALLENGE IN CHICAGO...IT'S HARD! | BeardMeatsFood,BeardMeatsFood,People & Blogs,"['Food', 'Lifestyle (sociology)']",PT12M23S,True,2729691,100246,3680,1135715.0,0.03807,1
2024-12-09T22:20:00Z,1.6648,Kalogeras Sisters DECORATE THEIR HOUSE FOR CHRISTMAS!,Kalogeras Sisters ,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT37M49S,True,1867296,76842,9533,1121633.83,0.0463,1
2024-12-07T22:18:42Z,3.6657,GIRONA FC 0 - 3 REAL MADRID I RESUMEN LALIGA EA SPORTS,LALIGA EA SPORTS,Sports,"['Association football', 'Sport']",PT3M8S,True,4049094,78246,1367,1104589.57,0.0197,1
2024-07-03T07:11:04Z,161.296,Stunt Bike vs Trial Bike 🔥,Red Bull,Sports,"['Lifestyle (sociology)', 'Motorsport', 'Vehicle']",PT32S,True,173330083,4157381,2745,1074608.69,0.024,1
2022-06-20T19:00:09Z,904.8324,Bad Bunny ft. Chencho Corleone - Me Porto Bonito (Video Oficial) | Un Verano Sin Ti,Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M12S,True,966776982,4593944,77325,1068459.73,0.0048,1
2024-12-05T23:00:24Z,5.6655,Rauw Alejandro & Romeo Santos - Khé? (Official Video),Rauw Alejandro,Music,"['Music', 'Music of Latin America', 'Pop music']",PT4M8S,True,5923870,207631,5831,1045604.09,0.036,1
2020-10-30T04:00:11Z,1503.4573,BAD BUNNY x JHAY CORTEZ - DÁKITI (Video Oficial),Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M34S,True,1524293569,9144648,265275,1013858.9,0.0062,1
2024-04-16T07:54:11Z,239.2661,Your New Favorite Sport 🥵💦,Red Bull,Sports,['Lifestyle (sociology)'],PT58S,True,240002325,7466775,11806,1003077.01,0.0312,1
2024-12-07T15:27:13Z,3.5516,Qualifying Highlights | 2024 Abu Dhabi Grand Prix,FORMULA 1,Sports,"['Motorsport', 'Sport']",PT7M19S,True,3539076,70028,3207,996473.7,0.02069,1
2022-06-01T18:00:02Z,923.8741,Bad Bunny - Tití Me Preguntó (Video Oficial) | Un Verano Sin Ti,Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M51S,True,908421222,5509343,118938,983273.83,0.0062,1
2024-11-30T02:26:03Z,11.4939,Worlds Smallest Monitor,LazarBeam,Gaming,"['Technology', 'Video game culture']",PT43S,True,11263516,889319,1883,979955.98,0.0791,1
2024-12-01T13:00:44Z,10.0532,Crew Now Includes All Fortnite Passes!,Fortnite,Music,"['Action game', 'Strategy video game', 'Video game culture']",PT29S,True,9740320,11737,1165,968877.57,0.0013,1
2024-12-06T13:30:25Z,5.0613,Coldplay - ALL MY LOVE (Official Video) (Directors' Cut),Coldplay,Music,['Music'],PT7M19S,True,4842151,163990,7250,956701.05,0.0354,1
2024-12-06T00:00:25Z,5.6238,ROSONES,Tito Double P - Topic,Music,['Music'],PT2M58S,True,5316236,136639,2774,945310.29,0.0262,1
2024-11-18T09:00:04Z,23.2491,"NEXZ(넥스지) ""NALLINA"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT2M48S,True,21936710,62899,15933,943550.93,0.0036,1
2024-09-28T20:05:17Z,73.7871,World’s Strongest Man vs World’s Strongest Bar,Will Tennyson,People & Blogs,"['Lifestyle (sociology)', 'Physical fitness']",PT59S,True,68667349,4328033,9825,930614.55,0.0632,1
2024-12-10T16:10:08Z,0.5218,REDstreams — Cyberpunk 2077 | Update 2.2 Overview,Cyberpunk 2077,Gaming,"['Action-adventure game', 'Action game', 'Role-playing video game', 'Video game culture']",PT44M25S,True,475410,27485,4077,911096.21,0.06639,1
2024-12-06T13:13:00Z,5.0447,I Bought a 40’ Container of motorcycles from Japan,Bikes and Beards,Autos & Vehicles,"['Lifestyle (sociology)', 'Vehicle']",PT58M55S,True,4467547,64940,4777,885592.21,0.0156,1
2024-09-24T14:55:24Z,78.0023,Heavy Is The Crown ft. Linkin Park (Official Music Video) | League of Legends Worlds 2024 Anthem,League of Legends,Gaming,['Video game culture'],PT3M46S,False,67509766,1159868,77923,865484.3,0.0183,1
2024-07-19T04:00:00Z,145.4575,"Stray Kids ""Chk Chk Boom"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT3M26S,True,125241607,3037456,408276,861018.56,0.0275,1
2024-12-08T22:00:12Z,2.7073,Tottenham 3-4 Chelsea | 7-GOAL THRILLER OVER SPURS! | HIGHLIGHTS | Premier League 24/25,Chelsea Football Club,Sports,"['Association football', 'Sport']",PT2M11S,True,2323446,48765,1439,858215.2,0.0216,1
2024-12-04T04:30:12Z,7.4365,NOT SURE (Official Music Video) Cheema Y | Gur Sidhu | New Punjabi Song 2024,Brown Town Music,Music,"['Hip hop music', 'Music', 'Music of Asia', 'Pop music']",PT2M51S,True,6361065,187571,6289,855384.25,0.0305,1
2024-12-10T01:58:07Z,1.1135,Roblox’s Most Controversial Game Is Back…,Flamingo,Gaming,"['Action-adventure game', 'Role-playing video game', 'Simulation video game', 'Video game culture']",PT8M2S,True,908891,49058,4914,816246.97,0.05938,1
2024-12-07T14:24:37Z,4.0237,I Broke OG Fortnite,LazarLazar,Gaming,"['Action-adventure game', 'Action game', 'Role-playing video game', 'Strategy video game', 'Video game culture']",PT9M49S,True,3280709,136332,2915,815346.32,0.0424,1
2024-11-15T05:00:37Z,26.4154,Rauw Alejandro & Bad Bunny - Qué Pasaría... (Lyric Video),Rauw Alejandro,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M11S,True,21362581,266770,4886,808716.92,0.0127,1
2023-08-18T21:00:08Z,480.749,Xavi - La Víctima (Official Video),Xavi Oficial,Music,"['Music', 'Music of Latin America', 'Pop music']",PT3M10S,True,388600169,1920272,42303,808322.37,0.0051,1
2024-12-01T12:45:02Z,10.0641,Prime Minister's XI v India 2024-25 | Tour match,cricket.com.au,Sports,"['Cricket', 'Sport']",PT12M24S,True,7878249,103169,2436,782807.11,0.0134,1
2024-12-10T09:00:17Z,0.8203,"Warhammer 40,000 Combat | Secret Level | Prime Video",Prime Video AU & NZ,Film & Animation,"['Action game', 'Role-playing video game', 'Strategy video game', 'Video game culture']",PT1M45S,False,637523,36601,2805,777182.74,0.06181,1
2024-11-25T09:00:03Z,16.2203,Australia v India 2024-25 | First Test | Day Four,cricket.com.au,Sports,"['Cricket', 'Sport']",PT8M3S,True,12413898,172631,3958,765330.97,0.0142,1
2024-03-25T09:13:14Z,261.2112,The Skill This Takes… 🤯,Red Bull,Sports,"['Lifestyle (sociology)', 'Motorsport', 'Vehicle']",PT19S,True,195156819,5134192,2630,747122.71,0.0263,1
2024-12-06T22:30:04Z,4.6578,Kalogeras Sisters WE LISTEN AND WE DON'T JUDGE,Kalogeras Sisters ,Entertainment,['Lifestyle (sociology)'],PT27M24S,True,3422102,111512,5830,734703.51,0.0343,1
2024-12-09T01:00:55Z,2.1532,Buffalo Bills vs. Los Angeles Rams Game Highlights | NFL 2024 Season Week 14,NFL,Sports,"['American football', 'Sport']",PT15M5S,True,1581892,22257,2951,734670.26,0.01594,1
2024-11-24T11:00:55Z,17.1364,Australia v India 2024-25 | First Test | Day Three,cricket.com.au,Sports,"['Cricket', 'Sport']",PT8M2S,True,12552336,203253,5256,732495.51,0.0166,1
2021-06-04T04:00:11Z,1286.4573,Bad Bunny - Yonaguni (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M28S,True,938862590,6948995,220520,729804.7,0.0076,1
2024-11-22T10:56:58Z,19.1391,Australia v India 2024-25 | First Test | Day One,cricket.com.au,Sports,"['Cricket', 'Sport']",PT8M6S,True,13874450,216569,6563,724926.98,0.0161,1
2024-10-18T04:30:07Z,54.4366,SNAKE (Official Music Video) Cheema Y | Gur Sidhu | New Punjabi Song 2024,Brown Town Music,Music,"['Hip hop music', 'Music', 'Music of Asia', 'Pop music']",PT2M51S,True,39271753,419411,5424,721421.86,0.0108,1
2024-11-29T16:00:08Z,11.9286,I Tested 1-Star Theme Parks (again),Ryan Trahan,Entertainment,"['Lifestyle (sociology)', 'Tourism']",PT29M58S,True,8339506,194357,16569,699118.59,0.0253,1
2024-12-08T18:00:21Z,2.8739,I BOUGHT A WRECKED GT3RS TO FIX MY PORSCHE THAT WENT SWIMMING,Mat Armstrong MK2,Autos & Vehicles,"['Lifestyle (sociology)', 'Vehicle']",PT47M25S,True,2005767,79467,2505,697925.12,0.0409,1
2024-11-09T19:54:07Z,31.7661,buy JOYRIDE = surprise gift 🎁,Ryan Trahan,Entertainment,['Lifestyle (sociology)'],PT55S,True,22009782,1109440,5226,692870.14,0.0506,1
2018-10-11T16:02:47Z,2252.9555,BAD BUNNY x DRAKE - MÍA (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M31S,False,1555278097,8368308,205161,690327.93,0.0055,1
2024-07-19T06:57:33Z,145.3054,Will Anyone Get The Flag? 🚩,Red Bull,Sports,"['Hobby', 'Lifestyle (sociology)']",PT1M,True,97397213,2181566,6167,670293.14,0.0225,1
2016-01-29T15:00:38Z,3238.9987,Coldplay - Hymn For The Weekend (Official Video),Coldplay,Music,"['Electronic music', 'Independent music', 'Music', 'Pop music']",PT4M21S,True,2107862724,15442415,426061,650776.03,0.0075,1
2024-11-28T07:00:55Z,13.3318,Shade comes to LIFE! (Brawl Stars Animation),Brawl Stars,Gaming,"['Action game', 'Video game culture']",PT53S,True,8658587,214976,8492,649468.71,0.0258,1
2024-10-17T21:02:00Z,54.7477,I tricked MrBeast into giving me his channel,Jesser,Sports,['Entertainment'],PT58S,True,35255690,1811741,5454,643966.6,0.0515,1
2024-11-23T11:07:54Z,18.1315,Australia v India 2024-25 | First Test | Day Two,cricket.com.au,Sports,"['Cricket', 'Sport']",PT8M4S,True,11577896,189883,4547,638551.47,0.0168,1
2024-12-09T22:29:55Z,1.2581,Suspect Named in Murder of UnitedHealthcare CEO,Inside Edition,News & Politics,"['Society', 'Television program']",PT3M43S,True,799121,12113,4901,635180.83,0.02129,1
2024-12-04T22:29:31Z,6.6582,ATHLETIC CLUB 2 - 1 REAL MADRID I RESUMEN LALIGA EA SPORTS,LALIGA EA SPORTS,Sports,"['Association football', 'Sport']",PT3M25S,True,4196106,72793,3800,630216.27,0.0183,1
2022-05-06T04:00:11Z,950.4573,Bad Bunny - Moscow Mule (Video Oficial) | Un Verano Sin Ti,Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M13S,True,590569673,3603419,69126,621353.19,0.0062,1
2023-10-11T00:30:10Z,427.6032,Natanael Cano - O Me Voy O Te Vas [Official Video],Natanael Cano,Music,"['Music', 'Music of Latin America', 'Pop music']",PT4M8S,False,259832166,857789,15752,607647.85,0.0034,1
2021-05-20T16:00:15Z,1300.9573,Rauw Alejandro - Todo de Ti (Video Oficial),Rauw Alejandro,Music,"['Electronic music', 'Music', 'Music of Latin America', 'Pop music']",PT3M32S,True,780323810,5127806,150549,599807.4,0.0068,1
2021-08-06T22:00:10Z,1222.6786,Farruko - Pepas (Official Video),FARRUKOVEVO,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music', 'Reggae']",PT4M54S,True,727029107,5491758,104914,594619.97,0.0077,1
2024-03-22T00:00:06Z,264.6241,Xavi - Corazón de Piedra (Official Video),Xavi Oficial,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M15S,True,156643029,984799,61762,591945.44,0.0067,1
2019-05-31T14:00:06Z,2021.0407,BAD BUNNY - CALLAÍTA (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M12S,True,1168888268,5275952,119906,578359.59,0.0046,1
2024-12-08T15:00:05Z,2.9991,Stray Kids 『Christmas Love』 Music Video,Stray Kids Japan Official YouTube,Music,"['Music', 'Music of Asia', 'Pop music']",PT3M7S,True,1731354,332668,13484,577291.19,0.1999,1
2024-12-06T11:10:57Z,5.1294,Unusual stoppage at Adelaide Oval 👀,cricket.com.au,Sports,"['Cricket', 'Sport']",PT20S,True,2940564,98468,1557,573276.41,0.034,1
2024-10-18T07:36:12Z,54.2785,Watching This On Loop ♾️,Red Bull,Sports,['Sport'],PT32S,True,30555115,1496488,3515,562932.19,0.0491,1
2024-04-19T07:46:22Z,236.2715,You’ve Never Seen A Race Like This 🚀,Red Bull,Sports,"['Lifestyle (sociology)', 'Motorsport', 'Vehicle']",PT21S,True,131811909,3389415,30128,557883.24,0.0259,1
2023-12-11T14:54:50Z,365.9739,Will He Make The Shot?! 😬,Red Bull,Sports,"['Physical fitness', 'Sport']",PT25S,True,203237375,3573431,3481,555332.98,0.0176,1
2020-07-09T22:00:09Z,1615.7074,Rauw Alejandro & Camilo - Tattoo Remix (Video Oficial),Rauw Alejandro,Music,"['Electronic music', 'Music', 'Music of Latin America', 'Pop music']",PT3M43S,True,895542813,4997636,102515,554272.89,0.0057,1
2024-12-06T00:00:06Z,5.6241,Natanael Cano x Nueva H - Amapola [Official Video],Natanael Cano,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M,False,3093435,148441,5434,550032.01,0.0497,1
2024-05-08T17:00:23Z,216.8867,The Truth Behind World Records 🤫,Red Bull,Sports,['Sport'],PT25S,True,118239848,4998347,9518,545168.74,0.0424,1
2023-11-10T04:59:56Z,397.4158,"Stray Kids ""락 (樂) (LALALALA)"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT3M20S,True,214298686,3179350,456277,539230.41,0.017,1
2023-01-02T13:50:31Z,709.0186,Speed Ice Skating World Record,Red Bull,Sports,['Lifestyle (sociology)'],PT25S,True,381765899,11298842,38402,538442.71,0.0297,1
2024-06-28T07:44:24Z,166.2728,Don’t Be Afraid To Go Fast 😳,Red Bull,Sports,['Lifestyle (sociology)'],PT32S,True,88212542,3867413,11724,530529.0,0.044,1
2024-12-05T10:12:33Z,5.7702,GTA Meme Olympics #2,LazarBeam,Gaming,"['Action-adventure game', 'Action game', 'Video game culture']",PT24M24S,True,3028193,117641,2683,524798.62,0.03973,1
2024-10-23T08:37:02Z,49.2363,This Is How You Train For…,Red Bull,Sports,"['Health', 'Lifestyle (sociology)', 'Physical fitness']",PT33S,True,25824569,1124666,4166,524502.63,0.0437,1
2024-10-21T22:01:00Z,50.678,my new track APT. with @brunomars is out now! brought to you by youtube shorts 💗 #ROSÉ_BRUNO_APT,ROSÉ,People & Blogs,"['Lifestyle (sociology)', 'Music of Asia', 'Pop music']",PT21S,False,26485392,1303756,10492,522621.1,0.0496,1
2024-11-12T15:00:08Z,28.999,Stray Kids 『GIANT』 Music Video,Stray Kids Japan Official YouTube,Music,"['Music', 'Music of Asia', 'Pop music']",PT2M58S,True,15010050,858969,68338,517605.78,0.0618,1
2023-02-14T20:00:09Z,665.7907,Bad Bunny ft. Bomba Estéreo - Ojitos Lindos (Video Oficial) | Un Verano Sin Ti,Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M34S,True,327399591,1400124,30582,491745.52,0.0044,1
2021-12-09T20:00:09Z,1097.7907,Rauw Alejandro & Chencho Corleone - Desesperados (Video Oficial),Rauw Alejandro,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M52S,True,534877210,2429519,21429,487230.59,0.0046,1
2024-12-06T05:00:48Z,5.3865,ROSÉ - stay a little longer (official audio),ROSÉ,Music,"['Music', 'Pop music']",PT4M7S,True,2610130,188381,6670,484568.83,0.0747,1
2015-11-29T08:00:45Z,3300.2903,Coldplay - Adventure Of A Lifetime (Official Video),Coldplay,Music,"['Electronic music', 'Independent music', 'Music', 'Pop music']",PT5M16S,True,1590125416,6440434,188995,481813.8,0.0042,1
2021-02-14T17:00:20Z,1395.9156,BAD BUNNY x ROSALÍA - LA NOCHE DE ANOCHE (Video Oficial),Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M38S,True,669435579,3955819,94798,479567.37,0.0061,1
2024-08-21T21:54:33Z,111.7113,The golden button… for my golden kids,UR · Cristiano,Sports,['Lifestyle (sociology)'],PT1M47S,True,53173344,4468305,246141,475988.95,0.0887,1
2024-03-14T09:03:15Z,272.2181,How Far Could You Make It?!👀,Red Bull,Sports,"['Hobby', 'Lifestyle (sociology)']",PT55S,True,129339699,3245631,3645,475132.62,0.0251,1
2024-12-04T14:43:59Z,6.9815,What if we made a camera that sees in reverse?,Stuff Made Here,Science & Technology,[],PT23M3S,True,3316649,189528,8654,475062.52,0.0598,1
2024-12-08T20:35:56Z,2.7371,apt. till the end #rosie #rosiebyROSÉ #ROSÉ_rosie,ROSÉ,Music,['Entertainment'],PT28S,True,1297317,159625,2870,473975.01,0.1253,1
2022-11-25T00:56:15Z,747.5851,Natanael Cano x Gabito Ballesteros x Peso Pluma - AMG,Natanael Cano,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M10S,False,350117595,1650596,26683,468331.42,0.0048,1
2018-02-15T00:00:03Z,2491.6241,BAD BUNNY - AMORFODA (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT2M57S,True,1165922390,8899251,393734,467936.71,0.008,1
2024-03-04T10:06:50Z,282.1739,What Should We Jump Over Next?! 👀,Red Bull,Sports,"['Hobby', 'Lifestyle (sociology)']",PT46S,True,131818575,4991409,29620,467153.68,0.0381,1
2024-12-04T00:08:46Z,7.618,"ETA RMX - ROA, De La Rose, Luar La L, Yan Block, Omar Courtz",ROAVEVO,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT7M44S,False,3511348,132452,4707,460927.8,0.0391,1
2023-11-02T15:10:00Z,404.9634,Not The Average BASE Jump 🔥,Red Bull,Sports,"['Hobby', 'Lifestyle (sociology)', 'Motorsport']",PT27S,True,185104435,3241262,20089,457089.29,0.0176,1
2024-12-08T16:00:30Z,2.9283,ANØM: The Most Genius FBI Operation,fern,Entertainment,[],PT17M53S,True,1335593,56300,1660,456098.42,0.0434,1
2024-11-15T18:09:07Z,25.8678,Rauw Alejandro & Laura Pausini - Se Fue (Lyric Video),Rauw Alejandro,Music,"['Music', 'Music of Latin America', 'Pop music']",PT4M1S,True,11795070,163510,2606,455975.0,0.0141,1
2024-03-08T05:00:06Z,278.4157,Natanael Cano X Oscar Maydon - Madonna  [Official Video],Natanael Cano,Music,"['Music', 'Music of Latin America', 'Pop music']",PT3M6S,False,125296736,637270,16113,450034.74,0.0052,1
2024-08-23T00:04:23Z,110.6211,EL LOKERON,Tito Double P - Topic,Music,"['Music', 'Music of Latin America']",PT2M26S,True,49751686,394764,2128,449748.61,0.008,1
2024-10-19T07:00:15Z,53.3035,These Are Too Smooth 😮‍💨,Red Bull,Sports,"['Hobby', 'Lifestyle (sociology)']",PT57S,True,23566544,884590,4093,442120.01,0.0377,1
2019-12-13T05:00:06Z,1825.4157,Rauw Alejandro❌Chencho Corleone FT. Kevvo ❌ Bryant Myers❌Lyanno ❌Dalex - El Efecto RMX (VIDEO LYRIC),Rauw Alejandro,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M50S,False,804690845,2242820,28531,440826.08,0.0028,1
2024-04-24T08:13:06Z,231.2529,Is This Even Possible?! 😳,Red Bull,Sports,['Lifestyle (sociology)'],PT34S,True,101668721,3738195,5036,439643.01,0.0368,1
2024-08-07T07:05:02Z,126.3002,Friends Supporting Friends,Red Bull,Sports,['Sport'],PT15S,True,55135156,1409097,1118,436540.53,0.0256,1
2024-11-03T08:00:37Z,38.2616,Can He Make It To The Bottom? 😳,Red Bull,Sports,['Lifestyle (sociology)'],PT17S,True,16698313,840533,3219,436424.85,0.0505,1
2024-12-09T21:13:51Z,1.3109,I Asked 10 YouTuber MILLIONAIRES For A House Tour!,Alexa Rivera,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT57M55S,True,570662,13116,1365,435320.77,0.02538,1
