publishedAt,elapsedDays,title,channelTitle,category,topicCategories,duration,licensedContent,viewCount,likeCount,commentCount,avgDailyViews,engagementRate,isTrending,trendingPercentile
2019-12-13T05:00:06Z,1825.4157,Rauw Alejandro❌Chencho Corleone FT. Kevvo ❌ Bryant Myers❌Lyanno ❌Dalex - El Efecto RMX (VIDEO LYRIC),Rauw Alejandro,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M50S,False,804690845,2242820,28531,440826.08,0.00282,1,0.25
2021-05-20T16:00:15Z,1300.9573,Rauw Alejandro - Todo de Ti (Video Oficial),Rauw Alejandro,Music,"['Electronic music', 'Music', 'Music of Latin America', 'Pop music']",PT3M32S,True,780323810,5127806,150549,599807.4,0.00676,1,0.25
2019-10-14T19:13:38Z,1884.823,J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M11S,False,774544553,3157330,57218,410937.55,0.00415,1,0.35
2021-08-06T22:00:10Z,1222.6786,Farruko - Pepas (Official Video),FARRUKOVEVO,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music', 'Reggae']",PT4M54S,True,727029107,5491758,104914,594619.97,0.0077,1,0.25
2016-10-23T15:00:05Z,2970.9991,"TWICE ""TT"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT4M14S,True,692190495,5546478,954374,232982.4,0.00939,1,0.55
2023-05-01T20:00:02Z,589.762,Would You Pet a Cheetah in Africa?,MrBeast,Entertainment,"['Entertainment', 'Film', 'Pet']",PT39S,True,681253502,25327170,39859,1155132.92,0.03724,1,0.05
2023-10-03T17:00:00Z,434.887,"Guess The Gift, Keep It",MrBeast,Entertainment,['Entertainment'],PT45S,True,679143163,22015000,18504,1561654.32,0.03244,1,0.05
2021-11-24T21:00:01Z,1112.7203,"$456,000 Squid Game In Real Life!",MrBeast,Entertainment,['Entertainment'],PT25M42S,True,676036414,18431412,615051,607552.87,0.02817,1,0.25
2021-02-14T17:00:20Z,1395.9156,BAD BUNNY x ROSALÍA - LA NOCHE DE ANOCHE (Video Oficial),Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M38S,True,669435579,3955819,94798,479567.37,0.00605,1,0.25
2011-05-30T13:47:04Z,4944.0498,Coldplay - Fix You (Official Video),Coldplay,Music,"['Electronic music', 'Independent music', 'Music', 'Pop music']",PT4M54S,True,661167619,3394449,126687,133729.97,0.00533,1,0.85
2019-04-22T08:59:58Z,2060.2492,"TWICE ""FANCY"" M/V",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M39S,True,648097312,6445431,767407,314572.29,0.01113,1,0.35
2023-09-28T17:00:01Z,439.887,"Spot The Hidden People For $10,000",MrBeast,Entertainment,['Entertainment'],PT35S,True,634347383,20347081,27203,1442068.95,0.03212,1,0.05
2017-10-30T09:00:08Z,2599.249,"TWICE ""LIKEY"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT3M42S,True,633323315,5488962,547887,243656.27,0.00953,1,0.55
2014-05-27T21:00:00Z,3850.7203,Farruko - Passion Whine ft. Sean Paul (Official Video),FARRUKOVEVO,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M43S,True,629954993,1892291,26936,163594.07,0.00305,1,0.75
2020-03-27T19:00:03Z,1719.8324,BAD BUNNY - YO PERREO SOLA | YHLQMDLG (Video Oficial),Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M21S,True,624330411,6419853,274051,363018.17,0.01072,1,0.35
2022-10-21T20:00:06Z,781.7619,"The Rock Vs MrBeast For $100,000",MrBeast,Entertainment,['Entertainment'],PT55S,True,619538166,34152428,75073,792489.59,0.05525,1,0.15
2018-11-03T07:30:00Z,2230.3116,"K/DA - POP/STARS (ft. Madison Beer, (G)I-DLE, Jaira Burns) | Music Video - League of Legends",League of Legends,Gaming,"['Electronic music', 'Music', 'Music of Asia', 'Pop music', 'Video game culture']",PT3M23S,True,618383862,6230121,254981,277263.44,0.01049,1,0.45
2019-08-29T04:00:06Z,1931.4574,Rauw Alejandro ❌ Farruko - Fantasías (Video Oficial),Rauw Alejandro,Music,"['Electronic music', 'Music', 'Music of Latin America', 'Pop music']",PT3M18S,False,614609646,2331098,30243,318210.3,0.00384,1,0.35
2019-02-14T16:00:25Z,2126.9572,BAD BUNNY - SI ESTUVIÉSEMOS JUNTOS | X100PRE (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT2M54S,True,604506656,3767648,86672,284211.95,0.00638,1,0.45
2018-06-28T18:00:32Z,2357.8738,BAD BUNNY - ESTAMOS BIEN | X100PRE (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M33S,True,599690261,3290795,115383,254335.18,0.00568,1,0.45
2022-11-19T20:59:59Z,752.7204,Gordon Ramsay Tries Most Expensive Chocolate Bar!,MrBeast,Entertainment,['Entertainment'],PT40S,True,594614662,26685767,44882,789954.23,0.04495,1,0.15
2021-02-14T02:00:11Z,1396.5407,Rauw Alejandro - 2/Catorce (Video Oficial),Rauw Alejandro,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M33S,True,591245794,3352349,35200,423364.53,0.00573,1,0.35
2022-05-06T04:00:11Z,950.4573,Bad Bunny - Moscow Mule (Video Oficial) | Un Verano Sin Ti,Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M13S,True,590569673,3603419,69126,621353.19,0.00622,1,0.25
2016-04-24T15:00:08Z,3152.999,"TWICE ""CHEER UP"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT4M1S,True,567864493,4474827,310440,180102.97,0.00843,1,0.65
2024-04-25T16:00:03Z,229.9286,The World's Fastest Cleaners,MrBeast,Entertainment,['Entertainment'],PT35S,True,565040674,23530348,39780,2457461.46,0.04171,1,0.05
2020-10-23T00:00:11Z,1510.624,Rauw Alejandro x Anuel AA - Reloj (Video Oficial),Rauw Alejandro,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M49S,True,556785144,2801216,44299,368579.57,0.00511,1,0.35
2024-10-18T04:00:07Z,54.4286,ROSÉ & Bruno Mars - APT. (Official Music Video),ROSÉ,Music,"['Music', 'Pop music']",PT2M54S,True,553630683,10791998,484175,10171687.0,0.02037,1,0.05
2020-03-09T09:00:00Z,1738.2491,"ITZY ""WANNABE"" M/V @ITZY",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M39S,True,553434695,6690099,343331,318386.3,0.01271,1,0.35
2023-03-30T20:00:00Z,621.762,I Sent a Subscriber to Disneyland,MrBeast,Entertainment,"['Lifestyle (sociology)', 'Tourism']",PT27S,True,548226308,27834513,74372,881730.16,0.05091,1,0.15
2023-03-11T17:00:47Z,640.8865,"$10,000 Girl Scout Cookies",MrBeast,People & Blogs,['Lifestyle (sociology)'],PT23S,False,547465355,13280546,18108,854231.37,0.02429,1,0.15
2023-07-15T17:00:01Z,514.887,I Traded My Car At a Red Light,MrBeast,Entertainment,"['Lifestyle (sociology)', 'Vehicle']",PT47S,True,544256835,23664424,36113,1057041.32,0.04355,1,0.15
2023-12-01T01:00:13Z,376.5823,Xavi - La Diabla (Official Video),Xavi Oficial,Music,"['Music', 'Music of Latin America', 'Pop music']",PT2M53S,True,534975336,2929470,77743,1420606.69,0.00562,1,0.05
2021-12-09T20:00:09Z,1097.7907,Rauw Alejandro & Chencho Corleone - Desesperados (Video Oficial),Rauw Alejandro,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M52S,True,534877210,2429519,21429,487230.59,0.00458,1,0.25
2020-10-26T08:59:54Z,1507.2492,"TWICE ""I CAN'T STOP ME"" M/V",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M41S,True,534227164,6637758,2270377,354438.51,0.01667,1,0.35
2019-09-23T09:00:11Z,1906.249,"TWICE ""Feel Special"" M/V",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M41S,True,519987511,5311015,589976,272780.48,0.01135,1,0.45
2017-07-01T23:40:18Z,2719.6378,BAD BUNNY - TÚ NO METES CABRA (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT2M54S,True,509508204,3538004,118255,187344.14,0.00718,1,0.65
2015-10-19T15:00:00Z,3340.9991,"TWICE ""Like OOH-AHH(OOH-AHH하게)"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT4M32S,True,508010950,3872819,279882,152053.6,0.00817,1,0.75
2023-11-02T17:00:03Z,404.887,"Furthest Away From Me Wins $10,000",MrBeast,Entertainment,['Lifestyle (sociology)'],PT48S,True,493059359,18522781,34885,1217770.29,0.03764,1,0.05
2020-03-02T15:00:10Z,1744.999,BAD BUNNY - SI VEO A TU MAMÁ | YHLQMDLG (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M26S,True,492476923,4460424,95899,282221.89,0.00925,1,0.45
2023-04-22T20:00:00Z,598.762,Tipping A Waitress A Car,MrBeast,Entertainment,"['Entertainment', 'Film']",PT38S,True,492375186,24784583,56200,822322.03,0.05045,1,0.15
2020-06-17T08:59:53Z,1638.2492,"Stray Kids ""神메뉴(God's Menu)"" M/V",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M7S,True,491319652,7934969,2233722,299905.32,0.0207,1,0.45
2021-08-31T20:01:03Z,1197.7613,"Last To Leave Circle Wins $500,000",MrBeast,Entertainment,['Lifestyle (sociology)'],PT17M44S,True,480906347,7459384,125632,401504.33,0.01577,1,0.35
2023-10-12T17:30:03Z,425.8661,I Tipped A Pizza Delivery Driver A Car,MrBeast,Entertainment,['Entertainment'],PT52S,True,479515778,22610232,30757,1125977.81,0.04722,1,0.05
2017-12-11T08:59:59Z,2557.2491,"TWICE ""Heart Shaker"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT3M13S,True,467787628,3581141,311376,182926.11,0.00832,1,0.65
2021-10-01T03:58:11Z,1167.4587,"TWICE ""The Feels"" M/V",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M52S,True,464061937,6733765,749378,397497.52,0.01613,1,0.35
2019-11-21T17:00:04Z,1846.9158,BAD BUNNY - VETE | YHLQMDLG (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M28S,True,461132555,3322068,66688,249677.09,0.00735,1,0.45
2023-04-15T20:00:01Z,605.762,Would you go on a Blind Date in Italy?,MrBeast,Entertainment,"['Lifestyle (sociology)', 'Tourism']",PT51S,True,455038523,21541870,26338,751183.67,0.0474,1,0.15
2023-08-17T17:00:00Z,481.887,Can You Beat A Girl In Arm Wrestling?,MrBeast,Entertainment,['Entertainment'],PT52S,True,453875373,18850517,35417,941870.96,0.04161,1,0.15
2020-03-06T05:00:11Z,1741.4157,"Rauw Alejandro, Anuel AA, Natti Natasha Ft. Farruko y Lunay - Fantasías Remix (Video Oficial)",Rauw Alejandro,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M34S,False,447338625,2203882,46867,256882.16,0.00503,1,0.45
2023-08-22T17:00:00Z,476.887,Metal Pipe Vs School Bus,MrBeast,Entertainment,['Entertainment'],PT28S,True,446953586,12897567,27078,937231.64,0.02892,1,0.15
2024-09-05T16:00:01Z,96.9287,Will A Guitar Boat Hold My Weight?,MrBeast,Entertainment,['Lifestyle (sociology)'],PT20S,True,441859475,13829269,11486,4558603.13,0.03132,1,0.05
2023-04-01T20:00:04Z,619.762,"$1 vs $500,000 Plane Ticket!",MrBeast,Entertainment,['Lifestyle (sociology)'],PT12M20S,True,439800976,8260848,167934,709628.82,0.01916,1,0.15
2015-07-12T15:00:12Z,3439.999,"GOT7 ""Just right(딱 좋아)"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT4M2S,True,436849049,5193098,247233,126991.04,0.01245,1,0.85
2014-09-17T20:57:35Z,3737.7508,Warriors (ft. Imagine Dragons) | Worlds 2014 - League of Legends,League of Legends,Gaming,['Video game culture'],PT2M51S,False,436631048,3660588,117011,116816.52,0.00865,1,0.95
2020-09-18T13:15:01Z,1545.0433,I Am The World’s Greatest Samurai,MrBeast 2,People & Blogs,['Entertainment'],PT11S,True,431271425,13315005,62331,279132.26,0.03102,1,0.45
2023-02-14T21:00:14Z,665.7202,Do Men Lie About Their Height?,MrBeast,Entertainment,"['Entertainment', 'Film']",PT47S,True,428165553,19352410,26603,643161.43,0.04526,1,0.25
2021-06-24T04:00:26Z,1266.4284,Farruko - Pepas (Audio),FARRUKOVEVO,Music,"['Electronic music', 'Music', 'Music of Latin America', 'Pop music']",PT4M48S,True,426487104,3285843,67350,336763.69,0.00786,1,0.35
2018-11-05T08:59:49Z,2228.2493,"TWICE ""YES or YES"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT4M29S,True,421061930,4270079,499162,188965.36,0.01133,1,0.65
2023-08-08T17:30:01Z,490.8662,I Ate The World’s Most Poisonous Fish,MrBeast,Entertainment,"['Entertainment', 'Food']",PT32S,True,418161508,19825387,37812,851884.91,0.0475,1,0.15
2020-05-06T19:00:04Z,1679.8036,Lil Baby x 42 Dugg - We Paid (Official Video),LilBabyVEVO,Music,"['Hip hop music', 'Music', 'Pop music']",PT2M55S,True,413359843,2294386,76444,246076.29,0.00574,1,0.55
2023-06-10T16:00:00Z,549.9287,"$1 vs $1,000,000,000 Yacht!",MrBeast,Entertainment,['Lifestyle (sociology)'],PT14M47S,True,408235862,7574910,155964,742343.26,0.01894,1,0.15
2023-09-05T16:59:57Z,462.887,How Many School Buses Can We Stack?,MrBeast,Entertainment,['Lifestyle (sociology)'],PT45S,True,406286744,14238314,26985,877723.38,0.03511,1,0.15
2019-11-05T22:00:02Z,1862.7074,Rauw Alejandro ❌ Farruko - Fantasías (Unplugged),Rauw Alejandro,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M22S,False,400826750,1779656,27903,215185.03,0.00451,1,0.55
2023-05-27T21:14:59Z,563.7099,"Ages 1 - 100 Fight For $500,000",MrBeast,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT25M36S,True,399632458,6590631,117835,708932.84,0.01679,1,0.15
2016-02-22T04:00:00Z,3215.4287,Farruko - Obsesionado (Official Video),FARRUKOVEVO,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M17S,True,395435074,1477437,34067,122980.51,0.00382,1,0.85
2020-03-26T22:00:11Z,1720.7073,Rauw Alejandro x Dalex x Lenny Tavarez x Dimelo Flow - ELEGÍ (Video Oficial),Rauw Alejandro,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M17S,True,395199640,2056708,18648,229672.79,0.00525,1,0.55
2021-08-23T08:59:54Z,1206.2492,"Stray Kids ""소리꾼(Thunderous)"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT3M19S,True,393428132,6438987,1587275,326158.25,0.0204,1,0.35
2020-02-29T04:00:02Z,1747.4574,BAD BUNNY x JOWELL & RANDY x ÑENGO FLOW - SAFAERA | YHLQMDLG [Visualizer],Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M56S,True,392453395,2800633,56371,224585.39,0.00728,1,0.55
2024-07-10T17:00:00Z,153.887,How Many Balloons Does It Take To Fly?,MrBeast,Entertainment,['Entertainment'],PT18S,True,390630091,17204434,48059,2538421.64,0.04417,1,0.05
2023-07-06T17:00:01Z,523.887,I Buried Treasure in the Bermuda Triangle,MrBeast,Entertainment,['Lifestyle (sociology)'],PT53S,True,390362299,22556677,32493,745126.91,0.05787,1,0.15
2023-08-18T21:00:08Z,480.749,Xavi - La Víctima (Official Video),Xavi Oficial,Music,"['Music', 'Music of Latin America', 'Pop music']",PT3M10S,True,388600169,1920272,42303,808322.37,0.00505,1,0.15
2018-09-26T13:00:06Z,2268.0824,"RISE (ft. The Glitch Mob, Mako, and The Word Alive) | Worlds 2018 - League of Legends",League of Legends,Gaming,"['Action game', 'Role-playing video game', 'Video game culture']",PT3M31S,True,387848868,3185470,98377,171002.99,0.00847,1,0.65
2020-02-29T04:00:00Z,1747.4575,BAD BUNNY x DADDY YANKEE - LA SANTA | YHLQMDLG [Visualizer],Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M27S,True,385801219,1603825,17963,220778.6,0.0042,1,0.55
2023-10-05T17:00:01Z,432.887,I NEED 1 MORE 𝗦𝗨𝗕𝗦𝗖𝗥𝗜𝗕𝗘𝗥,MrBeast,Entertainment,['Entertainment'],PT23S,True,385368115,26881977,77357,890227.97,0.06996,1,0.15
2018-07-09T08:59:41Z,2347.2494,"TWICE ""Dance The Night Away"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT4M9S,True,384825519,4249117,431306,163947.44,0.01216,1,0.75
2024-04-09T17:00:00Z,245.887,"Guess The Gift, Keep It",MrBeast,Entertainment,['Entertainment'],PT46S,True,383585151,16235102,21968,1560005.82,0.04238,1,0.05
2024-07-19T16:00:00Z,144.9287,"Spot The Fake Animal For $10,000",MrBeast,Entertainment,['Entertainment'],PT40S,True,381862495,13786539,26727,2634830.06,0.03617,1,0.05
2023-01-02T13:50:31Z,709.0186,Speed Ice Skating World Record,Red Bull,Sports,['Lifestyle (sociology)'],PT25S,True,381765899,11298842,38402,538442.71,0.0297,1,0.25
2024-04-26T07:03:15Z,229.3014,Playing This On Loop ♾️,Red Bull,Sports,['Lifestyle (sociology)'],PT27S,True,378032516,10535690,24340,1648627.16,0.02793,1,0.05
2022-10-22T21:00:00Z,780.7203,"$1 vs $1,000,000 Hotel Room!",MrBeast,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT15M41S,True,377978234,7264010,114237,484140.39,0.01952,1,0.25
2023-12-14T18:00:00Z,362.8453,"Feeding A Dog $1 vs $10,000 Steak",MrBeast,Entertainment,"['Food', 'Lifestyle (sociology)', 'Pet']",PT27S,True,377025612,12915360,27705,1039080.88,0.03433,1,0.15
2018-12-15T16:00:09Z,2187.9574,BAD BUNNY - SOLO DE MÍ | X100PRE (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M20S,True,375945795,2576299,62119,171825.01,0.00702,1,0.65
2018-09-14T04:00:01Z,2280.4287,Lil Baby x Gunna - Drip Too Hard (Official Audio),LilBabyVEVO,Music,"['Hip hop music', 'Music', 'Pop music']",PT2M27S,True,370759482,1950291,33280,162583.24,0.00535,1,0.75
2020-02-29T04:00:04Z,1747.4574,BAD BUNNY - A TU MERCED | YHLQMDLG [Visualizer],Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT2M56S,True,370372424,1539683,16910,211949.33,0.0042,1,0.55
2020-09-14T08:59:57Z,1549.2492,"Stray Kids ""Back Door"" M/V",JYP Entertainment,Music,"['Hip hop music', 'Music', 'Music of Asia', 'Pop music']",PT3M38S,True,367520349,6240028,2738497,237224.81,0.02443,1,0.55
2023-09-26T16:59:59Z,441.887,I Paid A Random Student’s College Tuition,MrBeast,Entertainment,['Lifestyle (sociology)'],PT37S,True,366462571,21313792,47567,829312.86,0.05829,1,0.15
2020-06-01T08:59:56Z,1654.2492,"TWICE ""MORE & MORE"" M/V",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT4M1S,True,362564070,5567109,1390855,219171.37,0.01919,1,0.55
2018-12-24T04:02:00Z,2179.4561,BAD BUNNY - OTRA NOCHE EN MIAMI | X100PRE [Visualizer],Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M54S,True,361219778,1554156,27410,165738.5,0.00438,1,0.75
2018-03-01T17:00:04Z,2476.9158,BAD BUNNY - DIME SI TE ACUERDAS (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M1S,True,355584734,3036986,105566,143559.48,0.00884,1,0.75
2019-07-13T21:57:43Z,1977.6803,"Farruko, Anuel AA, Kendo Kaponi - Delincuente (Official Video)",FARRUKOVEVO,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT6M37S,True,355339469,2334088,55627,179674.88,0.00673,1,0.65
2017-12-01T21:36:49Z,2566.7236,BAD BUNNY - CHAMBEA (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M56S,True,355330073,2878620,128699,138437.22,0.00846,1,0.85
2020-02-14T01:00:07Z,1762.5824,BAD BUNNY x SECH - IGNORANTES | YHLQMDLG (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M8S,True,354763209,2476320,44961,201274.68,0.00711,1,0.55
2023-10-31T17:00:01Z,406.887,World’s Most Expensive Bed,MrBeast,Entertainment,[],PT48S,True,353988578,17934646,31387,869992.35,0.05075,1,0.15
